,Unnamed: 0,image_id,melanoma,seborrheic_keratosis,colorRGB_1,occurence_of_colour_percent_1,colorRGB_2,occurence_of_colour_percent_2,colorRGB_3,occurence_of_colour_percent_3,colorRGB_4,occurence_of_colour_percent_4,colorRGB_5,occurence_of_colour_percent_5,adjusted_bool,adjusted_percent2,adjusted_percent3,adjusted_percent4,adjusted_percent5
39,39,ISIC_0012222,0.0,0.0,"190,146,111",0.7329787234042553,"160,92,59",0.8236702127659574,"178,120,82",0.8449468085106384,"132,65,44",0.872872340425532,"0,0,0",96.7255319148936,1.0,22.38466536712135,25.154320987654145,25.804093567251286,26.656920077972526
40,40,ISIC_0012254,0.0,1.0,"98,57,51",0.3178191489361702,"177,127,120",9.157446808510636,"183,151,141",26.099202127659574,"181,141,131",27.74547872340425,"0,0,0",36.68005319148936,1.0,0.5019257989860678,14.462183356224505,41.217978604100246,43.81791224068916
41,41,ISIC_0012256,0.0,0.0,"186,116,99",0.9215684219352674,"189,128,117",2.1056934428978704,"188,121,106",2.736536768405165,"188,125,112",3.0706282492034216,"0,0,0",91.16557311755828,1.0,10.431558653418366,23.835088239655956,30.975826783330877,34.75752632359487
42,42,ISIC_0012288,1.0,0.0,"190,134,103",0.6177416988093242,"180,116,80",0.6675278802616134,"150,79,53",0.7583221532785509,"167,95,64",0.958121960422606,"0,0,0",96.99828630722791,1.0,20.57963423682953,22.23822617956447,25.262974117236332,31.919165466369957
43,43,ISIC_0012306,0.0,0.0,"164,109,66",0.4968085106382978,"171,132,94",0.6412234042553191,"154,87,44",0.6441489361702127,"138,65,29",0.8784574468085107,"0,0,0",97.33936170212765,1.0,18.672530987604866,24.10035985605746,24.210315873650423,33.01679328268677
44,44,ISIC_0012313,0.0,0.0,"163,100,70",0.5555851063829788,"125,56,38",0.6422872340425532,"149,75,48",0.7835106382978723,"172,125,95",0.8273936170212767,"0,0,0",97.19122340425531,1.0,19.780323832970307,22.86715273174882,27.89508569264266,29.457437742637925
45,45,ISIC_0012316,0.0,0.0,"155,131,122",0.3731382978723404,"111,50,35",0.3837765957446808,"133,79,60",0.5,"147,104,86",0.5885638297872341,"0,0,0",98.15452127659573,1.0,20.219051736561305,20.79550367488094,27.09324110102299,31.89220348753398
46,46,ISIC_0012335,0.0,0.0,"170,127,123",0.3534574468085106,"194,150,138",0.41595744680851066,"209,171,160",0.5957446808510638,"218,187,180",1.5071808510638298,"0,0,0",97.12765957446808,1.0,12.305555555555546,14.481481481481474,20.74074074074073,52.47222222222219
47,47,ISIC_0012380,0.0,1.0,"182,124,101",1.1784574468085107,"209,178,166",1.8401595744680848,"196,146,125",2.7845744680851063,"204,162,145",3.4367021276595744,"0,0,0",90.76010638297872,1.0,12.754015312877781,19.915376201715492,30.136434287030095,37.19417419837659
48,48,ISIC_0012383,0.0,1.0,"174,114,82",0.5299607999329197,"189,131,97",2.4219667113868857,"198,150,119",3.100893006875734,"194,140,109",3.788859424786181,"0,0,0",90.15832005701829,1.0,5.384861151787858,24.609281397268315,31.50776112250062,38.49809632844327
49,49,ISIC_0012400,0.0,0.0,"125,74,63",1.3471092570853598,"166,116,95",3.786894180781486,"174,139,125",4.283183800100621,"154,94,73",4.327074249538821,"0,0,0",86.2557385124937,1.0,9.801248748868021,27.552547543015102,31.16343358276535,31.48277012535149
50,50,ISIC_0012417,0.0,1.0,"118,79,84",0.2871876572195204,"181,155,166",6.297034839845715,"172,126,124",19.37206523561965,"179,140,138",22.792768950192862,"0,0,0",51.25094331712226,1.0,0.589114286021436,12.917244493178957,39.738338654712365,46.75530256608724
51,51,ISIC_0012434,1.0,0.0,"161,74,57",0.8101063829787234,"185,119,99",0.9555851063829788,"176,96,75",0.9747340425531916,"193,140,121",1.059308510638298,"0,0,0",96.2002659574468,1.0,21.320081192692623,25.148736613704727,25.652691257786763,27.878490935815737
52,52,ISIC_0012492,0.0,1.0,"131,80,65",0.2819470065403321,"157,107,94",0.9569428140197888,"151,89,76",1.0063359466711388,"155,98,84",1.6198851249371122,"0,0,0",96.13488910783165,1.0,7.29466797735675,24.758482763296325,26.0364055455749,41.91044371377269
53,53,ISIC_0012513,0.0,1.0,"203,125,128",1.0844216417910448,"208,148,154",2.755403110850243,"216,173,183",4.884810498071442,"212,163,170",5.736809282240483,"0,0,0",85.53855546704679,1.0,7.49870899355856,19.053443136828566,33.7781643247357,39.6696835448772
54,54,ISIC_0012538,0.0,0.0,"131,101,90",0.3714311168874728,"112,76,64",0.4619633573704511,"62,41,41",0.7061776790206271,"86,55,50",0.7398488596344123,"0,0,0",97.72057898708704,1.0,16.29497643407289,20.266697321531215,30.980572479595363,32.457753764800565
55,55,ISIC_0012547,0.0,0.0,"96,54,50",0.32098985410028513,"159,119,120",0.9040122421599864,"151,90,91",1.7126446419587456,"155,103,105",1.7964950528257588,"0,0,0",95.26585820895521,1.0,6.78031770631536,19.095588642275906,36.17645430896097,37.94763934244743
56,56,ISIC_0012660,0.0,0.0,"162,88,46",1.1167173032407407,"199,160,138",1.5493887442129632,"179,113,74",1.6569914641203702,"190,137,105",1.7180266203703702,"0,0,0",93.95887586805556,1.0,18.485256698099093,25.647358179913198,27.42852866337375,28.438856458613987
57,57,ISIC_0012684,0.0,0.0,"155,123,97",2.1558510638297874,"142,90,58",3.13936170212766,"93,39,24",4.48563829787234,"122,61,35",4.602127659574467,"0,0,0",85.61702127659574,1.0,14.988905325443778,21.826923076923066,31.187130177514767,31.997041420118318
58,58,ISIC_0012720,0.0,1.0,"146,73,36",2.4268617021276597,"158,91,56",3.412234042553192,"174,115,91",5.150531914893617,"167,104,76",5.4316489361702125,"0,0,0",83.57872340425531,1.0,14.778763928478876,20.779346981083176,31.36499093029281,33.0768981601451
59,59,ISIC_0012746,0.0,0.0,"126,68,37",0.4132978723404256,"102,44,21",0.452127659574468,"143,93,59",0.611436170212766,"154,115,87",0.6547872340425532,"0,0,0",97.86835106382978,1.0,19.38864628820952,21.210230817217617,28.683718028696067,30.717404865876343
60,60,ISIC_0012876,0.0,0.0,"148,113,105",0.17488649117436994,"186,131,107",0.30625063769003164,"174,117,98",0.32027981838587893,"195,144,119",0.3323959289868381,"0,0,0",98.86618712376287,1.0,15.42463442069726,27.010686164229206,28.24803149606271,29.31664791900984
61,61,ISIC_0012927,0.0,1.0,"91,44,34",2.491614376084073,"154,107,92",5.957937965513724,"169,136,123",6.144462299765331,"132,79,66",7.078997041118254,"0,0,0",78.32698831751863,1.0,11.496391976284878,27.490124828058008,28.350754338087647,32.662728857569505
62,62,ISIC_0012956,0.0,0.0,"169,110,95",0.426295786144271,"113,71,64",0.4441511070298949,"141,90,79",0.4687021732476278,"180,128,114",0.6418350168350169,"0,0,0",98.0190159167432,1.0,21.51939481731864,22.42073072589743,23.66006760019327,32.39980685659119
63,63,ISIC_0012959,0.0,1.0,"149,56,56",0.061696510560146925,"187,106,104",0.6416755943271094,"196,139,136",1.164740842771146,"193,125,121",2.242277573716968,"0,0,0",95.88960947862464,1.0,1.5009890237753576,15.611061552185564,28.336500795097585,54.551448628941614
64,64,ISIC_0012965,0.0,0.0,"180,136,105",0.1571808510638298,"156,91,62",0.213031914893617,"127,58,39",0.248936170212766,"198,171,160",0.2539893617021277,"0,0,0",99.12686170212764,1.0,18.00182759670995,24.398416082850538,28.51050868108378,29.089247639353644
65,65,ISIC_0013010,0.0,0.0,"138,89,71",0.3808510638297872,"119,65,47",0.5023936170212766,"150,113,101",0.5867021276595744,"99,48,33",0.586968085106383,"0,0,0",97.94308510638298,1.0,18.515645202999753,24.424618567364902,28.52340315490046,28.536333074734962
66,66,ISIC_0013082,0.0,0.0,"207,171,151",0.5080795327007448,"189,126,101",0.5581382001836548,"200,150,123",0.5885878991939598,"173,105,86",0.9173171104989288,"0,0,0",97.42787725742271,1.0,19.753315978678533,21.699516548902903,22.88335192760626,35.663815544812145
67,67,ISIC_0013104,0.0,0.0,"191,127,92",1.3616276400367309,"138,65,44",2.1415225487195184,"181,104,67",2.3510037241097854,"160,81,54",2.8611557494133253,"0,0,0",91.28469033772065,1.0,15.623399429282223,24.57196165947174,26.97556157166901,32.82907733957711
68,68,ISIC_0013127,0.0,1.0,"118,39,70",2.1513297872340424,"164,77,80",5.28218085106383,"179,109,111",11.663829787234045,"175,94,97",12.402393617021275,"0,0,0",68.5002659574468,1.0,6.829676035765244,16.76896968059507,37.028343704354135,39.37301057928552
69,69,ISIC_0013128,0.0,0.0,"113,48,32",0.5951242220181614,"152,94,69",1.3424969390878485,"161,112,91",1.3874540863177227,"136,71,47",1.4156718702173248,"0,0,0",95.25925288235895,1.0,12.553384672293793,28.31825671722102,29.26657026599863,29.861788344486712
70,70,ISIC_0013132,0.0,0.0,"72,29,16",0.34095744680851064,"104,54,35",0.6465425531914893,"128,82,57",0.8646276595744681,"139,102,76",1.0723404255319149,"0,0,0",97.07553191489363,1.0,11.658785012731958,22.10803928701356,29.5652964714443,36.66787922881065
71,71,ISIC_0013188,0.0,0.0,"52,20,16",0.3151595744680851,"123,69,54",0.3654255319148936,"141,102,95",0.4319148936170213,"96,39,28",0.4603723404255319,"0,0,0",98.4271276595745,1.0,20.03719986472811,23.233006425431576,27.460263780859453,29.26952992898258
72,72,ISIC_0013215,0.0,1.0,"116,67,40",3.8656914893617023,"144,113,96",7.2151595744680845,"128,84,59",8.281648936170214,"136,97,76",8.632446808510638,"0,0,0",72.00505319148937,1.0,13.80853307492804,25.77307834810614,29.582656444457122,30.83573213250872
73,73,ISIC_0013232,1.0,0.0,"89,37,23",1.1872340425531915,"138,67,38",1.1912234042553191,"164,99,65",2.3885638297872336,"175,126,94",3.1037234042553186,"0,0,0",92.12925531914894,1.0,15.084138676758808,15.134824626613508,30.347367709670884,39.43366898695682
74,74,ISIC_0013421,0.0,1.0,"86,64,57",2.271429020627201,"161,143,131",2.7318201827938964,"117,94,83",4.749077645480463,"143,118,102",5.385030605399966,"0,0,0",84.86264254569848,1.0,15.005452751475708,18.046876352368926,31.3732278557704,35.574443040384985
75,75,ISIC_0013491,1.0,0.0,"179,142,117",1.6476063829787235,"173,121,92",1.6497340425531914,"148,76,50",1.6675531914893615,"165,100,71",1.7332446808510638,"0,0,0",93.30186170212768,1.0,24.597974985110266,24.629739924558347,24.895771292436052,25.876513797895655
76,76,ISIC_0013501,1.0,0.0,"144,84,63",0.5851186483313768,"167,108,79",1.9938055508971992,"195,148,122",2.0234152272346133,"181,126,95",2.0804073033707864,"0,0,0",93.31725327016602,1.0,8.755660987707564,29.835120669711984,30.278197110200544,31.13102123237985
77,77,ISIC_0013518,1.0,0.0,"150,100,88",2.3970736206607413,"158,114,106",8.294115797417406,"162,133,133",13.521402817373804,"160,124,121",14.262561839678016,"0,0,0",61.524845924870036,1.0,6.230185890821918,21.557069742259092,35.14320642087807,37.06953794604093
78,78,ISIC_0013527,0.0,0.0,"127,72,39",0.0970744680851064,"146,96,62",0.11515957446808513,"159,120,92",0.14574468085106382,"165,137,115",0.21382978723404256,"0,0,0",99.42819148936172,1.0,16.976744186047124,20.139534883721655,25.488372093024168,37.39534883721065
79,79,ISIC_0013549,1.0,0.0,"150,101,73",1.5036736961261108,"106,52,38",1.6510669964782831,"131,72,50",1.9466396947845048,"162,126,108",2.38423402649673,"0,0,0",92.51438558611437,1.0,20.08751203290452,22.05653277325633,26.005075697908467,31.85087949593069
80,80,ISIC_0013561,0.0,0.0,"168,133,116",0.7720744680851064,"147,78,56",1.2792553191489362,"162,111,91",2.4284574468085105,"158,94,75",2.8329787234042554,"0,0,0",92.6872340425532,1.0,10.557899330811766,17.493453593249946,33.20846668606346,38.740180389874936
81,81,ISIC_0013562,0.0,0.0,"133,86,57",0.18905647325171893,"178,137,106",1.413927553245011,"166,115,79",1.5280427217843369,"172,125,91",2.4975630974341767,"0,0,0",94.37141015428476,1.0,3.358860361723426,25.120458089895507,27.14787830823307,44.37280324014806
82,82,ISIC_0013632,0.0,1.0,"125,79,89",0.052930571859802114,"191,146,150",2.4979561462351163,"201,166,169",3.3808747694113706,"198,158,159",5.2990839342612786,"0,0,0",88.76915457823245,1.0,0.4712964151141499,22.241924382590053,30.10347522777386,47.183303974522055
83,83,ISIC_0013637,0.0,1.0,"163,93,85",0.5683485661579741,"168,122,115",1.8131341187321817,"164,106,96",1.9786076639275527,"166,113,105",2.1692363323830293,"0,0,0",93.47067331879927,1.0,8.704550927040705,27.76908259089818,30.303395136046262,33.22297134601498
84,84,ISIC_0013644,1.0,0.0,"131,87,67",1.182683842025826,"148,105,84",1.9176850997819888,"158,123,105",2.8477695790709374,"164,136,123",3.1396738219017273,"0,0,0",90.91218765721952,1.0,13.013955365895853,21.10172423735655,31.336139784326157,34.548180612421426
85,85,ISIC_0013651,1.0,0.0,"102,72,65",4.710689879255408,"145,90,72",6.161695036055678,"171,114,89",11.33683758175415,"180,129,108",12.347366048968642,"0,0,0",65.44341145396612,1.0,13.631814011328565,17.830738783278616,32.80658785705078,35.730859348342044
86,86,ISIC_0013663,1.0,0.0,"165,82,50",3.0142912544021465,"186,122,81",3.7249234865000838,"181,108,67",5.821052741908437,"175,95,58",6.125796578903238,"0,0,0",81.3139359382861,1.0,16.131226161094904,19.934232667713705,31.151839802557774,32.78270136863361
87,87,ISIC_0013702,1.0,0.0,"136,70,37",2.0830276287103806,"145,85,51",3.160112359550562,"150,101,70",3.6658351500922364,"151,112,87",5.755020543350662,"0,0,0",85.33600431829616,1.0,14.205048023229843,21.55014518650883,24.998883180701373,39.24592360955998
88,88,ISIC_0013736,1.0,0.0,"97,45,34",1.55804544692269,"129,77,60",1.9425781905081336,"122,65,47",3.868255282575885,"112,54,39",3.958132441723965,"0,0,0",88.67298863826932,1.0,13.75513272800878,17.149962408189218,34.150714244404575,34.94419061939735
89,89,ISIC_0013793,0.0,0.0,"159,66,53",1.0547779224537035,"181,98,85",1.1063187210648149,"193,114,118",3.1159577546296298,"201,134,140",3.3121744791666665,"0,0,0",91.4107711226852,1.0,12.280240025265842,12.880303189809483,36.277502895041664,38.56195388988323
90,90,ISIC_0013828,1.0,0.0,"85,52,57",2.577393617021277,"99,52,36",5.110372340425532,"113,78,70",11.660106382978725,"108,67,55",12.504787234042555,"0,0,0",68.14734042553191,1.0,8.091611976687874,16.04378538149391,36.60638244576925,39.25822019604896
91,91,ISIC_0013863,0.0,1.0,"171,126,109",0.13953232433338922,"156,105,85",0.1420216334060037,"178,141,131",0.2738239979875901,"183,154,147",0.3529578232433339,"0,0,0",99.09166422102969,1.0,15.36131544785816,15.635367084956103,30.145680080773293,38.857637386413046
92,92,ISIC_0013898,0.0,0.0,"144,101,95",0.5462068170384035,"126,74,63",0.7598943484823075,"101,53,45",1.4997432081167197,"83,43,37",2.0467361227570016,"0,0,0",95.14741950360556,1.0,11.256007343809046,15.659592850585865,30.90609644149248,42.17830336411248
93,93,ISIC_0013945,0.0,1.0,"117,61,82",0.013363659231930235,"170,113,86",0.437332299178266,"175,124,99",0.7140386550394097,"173,118,93",1.0224509475096428,"0,0,0",97.81281443904075,1.0,0.6109979633401217,19.995207859111044,32.64645980591827,46.747334371630494
94,94,ISIC_0014037,1.0,0.0,"148,91,88",3.0762619486835487,"183,147,148",7.340710422606071,"165,113,109",9.674241153781654,"174,130,128",10.408456313935938,"0,0,0",69.50033016099279,1.0,10.08621393254952,24.06816356161912,31.719166813435116,34.12645569239625
95,95,ISIC_0014038,0.0,1.0,"142,94,86",1.613727360389066,"151,120,113",1.708845170216334,"146,103,95",2.5366059449941307,"148,113,104",2.9908393426127784,"0,0,0",91.14998218178768,1.0,18.234170750122107,19.308946098387807,28.662156360567845,33.79472679092209
96,96,ISIC_0014055,0.0,1.0,"115,66,64",1.684607160825088,"145,98,90",3.7934449941304713,"157,117,113",10.920598901559618,"163,130,130",16.843320266644312,"0,0,0",66.75802867684052,1.0,5.067711371411456,11.411612618435784,32.851839006164184,50.668837003988614
97,97,ISIC_0014139,0.0,1.0,"98,67,58",0.8371939460003354,"150,120,108",1.699411998993795,"119,86,75",1.9639338420258257,"137,103,90",2.170808527586785,"0,0,0",93.32865168539324,1.0,12.54909662215236,25.473291437549022,29.438334642576503,32.539277297721824
98,98,ISIC_0014162,0.0,0.0,"208,162,163",0.21132923863826933,"214,184,185",0.6122390155961764,"211,172,173",0.8154452456817038,"213,179,179",0.9129213483146068,"0,0,0",97.44806515176924,1.0,8.281137693808395,23.991169524591832,31.9539993839203,35.773693397679416
99,99,ISIC_0014178,0.0,0.0,"95,64,63",1.0698788361562972,"136,78,69",1.1022398541002851,"160,100,85",1.1167826597350328,"170,121,113",1.4579490189501931,"0,0,0",95.25314963105819,1.0,22.53870994452265,23.220446578896528,23.52681405426293,30.714029422317914
100,100,ISIC_0014211,0.0,0.0,"124,82,68",1.6192300436022136,"131,104,98",2.3307793895690088,"128,90,78",3.3741929397954045,"130,97,87",3.7610839761864834,"0,0,0",88.91471365084688,1.0,14.607020446755687,21.025883465311406,30.438482448883075,33.92861363904972
