image_id,border_diff_percent,image_symmetry
ISIC_0012956,0.9949874686716792,1.0910753474762254
ISIC_0012959,1.1641730691467853,1.0471542025148908
ISIC_0012965,0.9970958373668926,1.1182501708817498
ISIC_0013010,1.0709897610921502,1.0830661614689594
ISIC_0013082,1.1997816593886463,1.046923731216331
ISIC_0013104,1.3642443156486848,1.1156487764754266
ISIC_0013127,1.4898224852071007,1.1685408968341156
ISIC_0013128,1.3656736813336978,1.0900543431381007
ISIC_0013132,1.2698907956318253,1.1472105016408813
ISIC_0013188,1.0143589743589743,1.008675971331573
ISIC_0013215,1.3509483322432962,1.1285893404041027
ISIC_0013232,1.3595231644540775,1.1779510538099283
ISIC_0013421,1.3110884452863178,1.1166208267250206
ISIC_0013491,1.0913312693498451,1.072782546494993
ISIC_0013501,1.1994535519125684,1.0719482984588964
ISIC_0013518,1.47662163118059,1.14831103279374
ISIC_0013527,0.9663056558363418,1.1653543307086613
ISIC_0013549,1.3692014403728023,1.0931926540702808
ISIC_0013561,1.3260606060606062,1.0710878596707185
ISIC_0013562,1.1741920696768278,1.0508877535535435
ISIC_0013632,1.4597574421168689,1.086139034404644
ISIC_0013637,1.226284348864994,1.0660538691748611
ISIC_0013644,1.3686552072800808,1.2118509184959214
ISIC_0013651,1.4230140902593424,1.078160769789127
ISIC_0013663,1.2730263157894737,1.4139492581995945
ISIC_0013702,1.4019123997532388,1.1207840453612279
ISIC_0013736,1.3545272969374167,1.1227237334538969
ISIC_0013793,1.2875572201414898,1.188545046169204
ISIC_0013828,1.3311213204015655,1.1500719075101324
ISIC_0013863,1.0423131170662905,1.0934084133819146
ISIC_0013898,1.4126153846153846,1.1036856786752922
ISIC_0013945,1.116590726346824,1.3257072190446746
ISIC_0014037,1.3319762323943662,1.1086981842653587
ISIC_0014038,1.224969987995198,1.1125627370598827
ISIC_0014055,1.4514996203492787,1.0935927216415022
ISIC_0014139,1.2496563101457245,1.0777511420688408
ISIC_0014162,1.3325757575757575,1.2506558237145855
ISIC_0014178,1.4465487166708197,1.2564061753939202
ISIC_0014211,1.3429996305873662,1.1441869050444322
ISIC_0014212,0.7173604282748826,1.13528798402347
ISIC_0014217,1.4189794795188302,1.180754627676541
ISIC_0014302,1.2228404099560761,1.1611989778299607
ISIC_0014310,1.1109697123950115,1.0537052690898845
ISIC_0014382,1.3722589444969049,1.1728403565082033
ISIC_0014428,1.1059494702526487,1.0539025167250717
ISIC_0014558,1.5123940677966101,1.193635748138118
ISIC_0014568,1.225831399845321,1.0722917721976988
ISIC_0014572,1.1464548624564121,1.1125210410462256
ISIC_0014597,1.140642303433001,1.0893300248138957
ISIC_0014601,1.249485747869527,1.0892926356589148
ISIC_0014608,1.387149153328694,1.1271407297096054
ISIC_0014610,1.3382229673093042,1.2307853842923142
ISIC_0014611,1.2642060541688795,1.0714699567158583
ISIC_0014616,1.208656330749354,1.0777120315581854
ISIC_0014618,1.3401139137510172,1.2107647698441464
ISIC_0014620,1.1259150805270863,1.072231917781656
ISIC_0014623,1.5553914327917282,1.0998747787037437
ISIC_0014624,1.2355179704016914,1.2834558004898686
ISIC_0014633,1.1060070671378093,1.1320272572402044
ISIC_0014635,1.3235747303543914,1.1960829316808201
ISIC_0014637,1.1134751773049645,1.059137826350941
ISIC_0014688,1.465565961569514,1.1168092690261568
ISIC_0014712,1.141916242077793,1.0385461864731407
ISIC_0014809,1.445765113350126,1.1945771494466326
ISIC_0014829,1.2685732048492384,1.114285289172581
ISIC_0014857,1.6022509848058526,1.0939408439807201
ISIC_0014931,1.3010427528675703,1.1082723951006141
ISIC_0014937,1.0818225573560083,1.0614990229680175
ISIC_0014945,1.499641962047977,1.130958230958231
ISIC_0014946,1.3325955981802533,1.0904519864652005
ISIC_0014979,1.0442874134191562,1.0612038490119873
ISIC_0014985,1.452322738386308,1.1831845875011229
ISIC_0014989,1.433091286307054,1.1059194261312557
ISIC_0015043,1.4144484375951758,1.0533138604909937
ISIC_0015062,0.5346185737976783,1.0042441003816167
ISIC_0015124,1.471750696731695,1.095359818443593
ISIC_0015144,1.2356038170450807,1.0509485438741197
ISIC_0015211,1.4955368794696455,1.1274491954927914
ISIC_0015243,1.3593570608495982,1.1415158222778838
ISIC_0015256,1.6348596956582437,1.0488337347096106
ISIC_0015313,1.4049644804229309,1.0880391461189765
ISIC_0015372,0.710093896713615,1.064510888647055
ISIC_0015401,1.4470646205828523,1.1749010766808248
ISIC_0015443,1.4917887618740944,1.063406979439719
ISIC_0015445,1.6589595375722543,1.6120045190325094
ISIC_0015483,1.5626187460417986,1.055045754088845
ISIC_0015496,1.4997829861111112,1.0422904002886082
ISIC_0015627,1.4130198557739801,1.1082369104608978
